Date,ROI-USD,ROI-ETH
2020-02-12,0.17351736679518087,0.2338377579373833
2020-02-13,0.2686534428852313,-0.5404460145753656
2020-02-14,-0.14578682348178262,-6.884561005583718
2020-02-15,-0.23226271115429717,1.0008877834815841
2020-02-16,-0.5723290201433614,1.3290215528510256
2020-02-17,-0.08847135390840999,0.011112796143013748
2020-02-18,-0.37828854246584837,-5.584989581610962
2020-02-19,-0.5359659476769338,3.235418931176321
2020-02-20,0.003340965341422697,3.9126459709550647
2020-02-21,-0.23101839872035682,1.0560679559665616
2020-02-22,0.19099610266268494,3.0080105482576
2020-02-23,-0.07460070036137059,-1.9488604031482764
2020-02-24,0.3357099400510377,1.944832029034424
2020-02-25,-0.05006279095065991,8.365485843562372
2020-02-26,0.20265868049922514,19.04966916734414
2020-02-27,0.19219804753908412,18.810125602409236
2020-02-28,0.20287421583595436,17.860364830184512
2020-02-29,0.36791829610474147,22.066456947323523
2020-03-01,0.8581913617193027,22.764466056676792
2020-03-02,0.08025374378216854,16.45629044263431
2020-03-03,0.1956534136220457,19.964540448757084
2020-03-04,0.014871903204599468,19.63017356434437
2020-03-05,0.44635041262872854,18.64455430161849
2020-03-06,0.018568239611705062,11.26059891805128
2020-03-07,0.1486477844364224,14.261813172368267
2020-03-08,0.9612653463611915,33.53408303435718
2020-03-09,0.833062188984404,33.53545474739974
2020-03-10,0.7087005933754325,33.13666944028855
2020-03-11,1.8724964484856743,37.392017254063255
2020-03-12,6.0166510949211265,123.62185294191184
2020-03-13,1.5758949196212955,102.12808752553651
2020-03-14,4.459995304386199,113.32119068988557
2020-03-15,4.76371177209397,112.33788158991206
2020-03-16,3.731373417066788,123.6262550553216
2020-03-17,2.5377206143876028,116.48264470801924
2020-03-18,2.737037846618799,116.41732556714928
2020-03-19,2.8316235869966406,102.35799424103718
2020-03-20,2.4952191544173106,106.79030895405843
2020-03-21,1.8853719750871938,105.34794927367003
2020-03-22,2.947603166243979,114.5786712125723
2020-03-23,3.791361461677872,105.67663320468097
2020-03-24,3.244602956599953,102.68671192019876
2020-03-25,2.4930275887528746,103.98327141131297
2020-03-26,1.7386762756120737,101.40396220973263
2020-03-27,2.1870498229633264,107.96941190674501
2020-03-28,2.9547078121206605,108.09963083773957
2020-03-29,2.9388451439101315,113.04138429784464
2020-03-30,1.908466389868154,106.55199207662368
2020-03-31,1.9946511962623514,105.95113158437772
2020-04-01,2.403101822728324,104.77682131258162
2020-04-02,1.7776990936397077,100.75246085381787
2020-04-03,1.6887044066401404,100.04390192755798
2020-04-04,1.4662860641981537,97.83961311056669
2020-04-05,1.9203173943845455,99.20516988609654
2020-04-06,2.0955376181125356,83.2165092581717
2020-04-07,3.986613010257398,89.28971337833596
2020-04-08,2.3224233400574805,82.56765636660346
2020-04-09,2.145568490152991,83.7658691453377
2020-04-10,2.1102339595275943,91.75502943189993
2020-04-11,2.608170507277636,91.68554302234134
2020-04-12,1.82179217168302,89.70405742582717
2020-04-13,2.5722446081851333,92.64981819704715
2020-04-14,2.123513293398136,91.46406561804129
2020-04-15,2.3647558797993695,94.88188546008696
2020-04-16,2.3818855939872616,84.02407036297822
2020-04-17,2.1414997666085407,84.02578637603327
2020-04-18,2.4219393821341058,76.00242182640714
2020-04-19,1.356044251755593,78.65973451742677
2020-04-20,1.2695366578369873,84.25369596023003
2020-04-21,1.2922359138027217,84.32797554965283
2020-04-22,2.005642234364246,78.4752838694938
2020-04-23,1.981899072808026,77.09772603479848
2020-04-24,1.4473185822562669,75.22406390384302
2020-04-25,5.2393173513789115,75.22406390384286
2020-04-26,6.940030977135004,75.22406390384276
2020-04-27,6.520959857422409,75.2240639038428
2020-04-28,7.142552468831674,75.22406390384278
2020-04-29,16.14557812909783,75.22406390384239
2020-04-30,13.409636133109553,75.22406390384253
2020-05-01,16.48019261454166,75.22406390384239
2020-05-02,17.461246130194002,75.2239743765279
2020-05-03,15.824155700632069,75.22417308927109
2020-05-04,14.206698982516865,75.22432159297351
2020-05-05,13.013454299004014,75.22441859024114
2020-05-06,10.384821893380469,75.224572851764
2020-05-07,16.913980913983977,75.22398466899973
2020-05-08,16.366250740405476,75.22400561660432
2020-05-09,15.94415307220252,75.22409710426085
2020-05-10,5.331727273357707,75.2253501680601
2020-05-11,4.150786021510322,75.22555646421166
2020-05-12,5.972245300817448,75.2252636354322
2020-05-13,11.337973086531346,75.22473092296323
2020-05-14,13.148648596396423,75.22448430557365
2020-05-15,8.86192079232793,75.22500836630635
2020-05-16,11.976774446133168,75.22467733395082
2020-05-17,15.058550550806835,75.22431389357563
2020-05-18,18.591372676070336,75.2238759046741
2020-05-19,18.60582410207,75.22143052803364
2020-05-20,16.639921223893467,75.23054226996761
2020-05-21,11.44304204321426,75.25807254996093
2020-05-22,15.452092604389666,75.2382385235325
2020-05-23,15.274040768804445,75.23892302986306
2020-05-24,13.00840457245833,75.2500230928869
2020-05-25,14.060916866353123,75.24500379697288
2020-05-26,11.463797730188444,75.2532193237466
2020-05-27,15.633937619207394,75.23704969833926
2020-05-28,21.564919006950017,75.21088234891599
2020-05-29,21.97759934328504,75.20549445803393
2020-05-30,32.218401818835076,75.15822168970925
2020-05-31,27.559106433387996,75.18199640859953
2020-06-01,34.354030186649425,75.15228518857481
2020-06-02,30.242173432237422,75.17069656007098
2020-06-03,33.18895167960867,75.15978883496028
2020-06-04,32.62495084206251,75.16087439633922
2020-06-05,31.302043354040343,75.1673717998434
2020-06-06,32.08730863776953,75.16338193343955
2020-06-07,32.99529222859306,75.15981814218628
