Date,NAV,ROI-ETH,USD-ETH,ROI-USD
2020-07-18,0.05,0.0,0.004296164378173325,0.0
2020-07-19,2.5,0.0,0.004268146052511626,0.6564518954362386
2020-07-20,2.660617918490847,-2.4440096553355994,0.004197102865937339,-0.14145852902112122
2020-07-21,2.5966584086135382,-4.789191684170257,0.004229966852192646,-3.299175289866485
2020-07-22,2.681664609583188,-1.6722976486164498,0.004094413275536541,3.1727731916087576
2020-07-23,2.492460732624724,-8.609773137093457,0.003796286052308814,3.42409179698433
2020-07-24,2.4299391906499497,-10.902229676168506,0.003660706917027952,4.564139035386883
2020-07-25,2.3847664749224835,-12.558562586175604,0.003541564380367041,6.072556714220068
2020-07-26,2.290880971489884,-16.001031045370915,0.003304852519022909,9.195002242598704
2020-07-27,2.127081716634786,-22.007003723391172,0.003073615165589577,9.015187100138732
2020-07-28,2.1360128996386174,-21.679527013250688,0.003124242864657063,7.698934014943326
2020-07-29,2.2192204770948325,-18.628582506522807,0.003114465130223712,12.24559294129448
2020-07-30,2.2032818084559884,-19.21300035661375,0.003154008133107666,10.042274921289597
2020-07-31,2.1347577736470758,-21.725548299607222,0.002886380788241022,16.505733576894734
2020-08-01,2.0440941981947742,-25.049879399524944,0.002584294023137149,24.59806638900668
2020-08-02,2.0127404629900196,-26.199516357032614,0.002673245066988703,18.604542783663724
2020-08-03,2.0124610436931185,-26.209761731252325,0.002605453628451498,21.673627058765852
2020-08-04,2.011901355137369,-26.230283644963148,0.002549301012694471,24.319107870861135
2020-08-05,2.0463315615048754,-24.967842744821244,0.00250027365920393,28.926079763537693
2020-08-06,2.096082307635129,-23.143648720045274,0.00253158968875258,30.4269487556708
2020-08-07,2.225868298592069,-18.38482905162414,0.002621261857016766,33.76465583106225
2020-08-08,2.115947306542902,-22.415265426760268,0.00256242561467591,30.078614206228238
2020-08-09,2.281549854281455,-16.343172009679996,0.002565080049178155,40.113944794096355
2020-08-10,2.4055637761731057,-11.795994873652782,0.002523352807221175,50.172779546168236
2020-08-12,2.7011454459816147,-0.9580003140074678,0.002633332556868687,61.58259612298282
2020-08-13,3.008580775337969,10.314628429058859,0.002559603237388361,85.15751587027749
2020-08-14,2.8197985942980246,3.3926151242609004,0.002377966492893822,86.79475568324068
2020-08-15,2.6647316420932414,-2.293173123247827,0.002280623930433317,84.05690808150719
2020-08-16,2.7806739195426804,1.9580437165649611,0.002337793077932105,87.36838585851368
2020-08-17,2.849556168633559,4.483726183230496,0.00235107829026202,90.92484686130307
2020-08-18,3.0023219250358304,10.08513725131377,0.002333840778474284,102.6461486094163
2020-08-19,2.8864896690782738,5.837954532870038,0.002429247136808562,87.17620090321707
2020-08-20,2.895167535045729,6.156142951676724,0.002474412335400695,84.31214286660749
2020-08-21,3.0695693682137133,12.550876834502823,0.002424226096469823,99.4603838695965
2020-08-22,2.9744470412417994,9.063058178865969,0.002566416579508217,82.57083797848364
2020-08-23,3.0585208427351973,12.1457642336239,0.002560457462200528,88.16818657453882
2020-08-24,3.283513210606408,20.395484388901643,0.002509451935339367,106.11623758977191
2020-08-25,3.2610020511886475,19.570075210250405,0.002483973958148243,106.80277107121188
2020-08-26,3.4240293737476213,25.54774370407944,0.0026209721930695,105.79147908846123
2020-08-27,3.6138101598980645,32.506372529595694,0.002597657684221676,119.14710356194638
2020-08-28,3.3580316214679224,23.12782612049049,0.002591430768664403,104.12560772881454
2020-08-29,3.1694827222589423,16.214366482827902,0.002483988316288119,100.99773346018992
2020-08-30,3.214937324730788,17.881035240128895,0.002471133800901678,104.94086733629943
2020-08-31,3.234179846956579,18.586594388407885,0.00237501575747546,114.5112094253677
2020-09-01,3.111657464619992,14.094107036066372,0.002168905606616131,125.99740482601658
2020-09-02,2.88020610152959,5.607557056084955,0.002142331405074757,111.78209105067336
2020-09-03,2.8254996633896887,3.6016543242886057,0.002432420014656141,82.98227039163513
2020-09-04,2.7223825361375584,-0.17930700828953094,0.002499420454484387,71.57821712875044
